              Started ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;           additional 
                      ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;                      
                      ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;                      
                      ;               _Total ;                   C: ;                   F: ;                   D: ;                   E: ;      HarddiskVolume1 ;                      
              493.500 ;               14.833 ;                3.674 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.031558456.json.gz 
              493.667 ;               14.833 ;                3.673 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.032600246.json.gz 
              493.833 ;               14.833 ;                3.671 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.033601972.json.gz 
              494.000 ;               14.833 ;                3.670 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.034603371.json.gz 
              494.167 ;               14.833 ;                3.671 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.035604701.json.gz 
              494.333 ;               14.833 ;                3.669 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.040606310.json.gz 
              494.500 ;               14.832 ;                3.667 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.041608113.json.gz 
              494.667 ;               14.832 ;                3.666 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.042609781.json.gz 
              494.833 ;               14.832 ;                3.665 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.043611157.json.gz 
              495.000 ;               14.832 ;                3.663 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.044613037.json.gz 
              495.167 ;               14.832 ;                3.662 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.045614181.json.gz 
              495.333 ;               14.832 ;                3.659 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.050615813.json.gz 
              495.500 ;               14.831 ;                3.658 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.051617054.json.gz 
              495.667 ;               14.832 ;                3.659 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.052618342.json.gz 
              495.833 ;               14.831 ;                3.657 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.053619412.json.gz 
              496.000 ;               14.831 ;                3.655 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.054621037.json.gz 
              496.183 ;               14.831 ;                3.658 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.055622348.json.gz 
              496.350 ;               14.831 ;                3.656 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.060624089.json.gz 
              496.517 ;               14.831 ;                3.655 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.061625741.json.gz 
              496.683 ;               14.831 ;                3.654 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.062627015.json.gz 
              496.850 ;               14.831 ;                3.651 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.063628746.json.gz 
              497.017 ;               14.831 ;                3.653 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.064630129.json.gz 
              497.183 ;               14.831 ;                3.651 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.065631410.json.gz 
              497.350 ;               14.831 ;                3.649 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.070633226.json.gz 
              497.517 ;               14.830 ;                3.648 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.071634404.json.gz 
              497.683 ;               14.830 ;                3.646 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.072635816.json.gz 
              497.850 ;               14.831 ;                3.655 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.073637586.json.gz 
              498.017 ;               14.831 ;                3.652 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.074639199.json.gz 
              498.183 ;               14.831 ;                3.651 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.075640147.json.gz 
              498.350 ;               14.831 ;                3.650 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.080641440.json.gz 
              498.517 ;               14.831 ;                3.651 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.081642370.json.gz 
              498.683 ;               14.830 ;                3.649 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.082643234.json.gz 
              498.850 ;               14.830 ;                3.647 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.083644802.json.gz 
              499.017 ;               14.830 ;                3.647 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.084646576.json.gz 
              499.183 ;               14.830 ;                3.645 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.085647846.json.gz 
              499.350 ;               14.830 ;                3.642 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.090649526.json.gz 
              499.517 ;               14.830 ;                3.641 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.091650729.json.gz 
              499.683 ;               14.830 ;                3.639 ;               20.547 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.092652608.json.gz 
              499.850 ;               14.830 ;                3.641 ;               20.548 ;                4.892 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.093653826.json.gz 
              500.017 ;               14.828 ;                3.638 ;               20.548 ;                4.887 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.094655570.json.gz 
              500.183 ;               14.837 ;                3.636 ;               20.568 ;                4.887 ;               79.984 ;               94.983 ; Dbmsys.2018.11.13.095657685.json.gz 
              500.350 ;               14.730 ;                3.639 ;               20.421 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.100658824.json.gz 
              500.517 ;               14.668 ;                3.642 ;               20.279 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.101700811.json.gz 
              500.683 ;               14.606 ;                3.640 ;               20.137 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.102702986.json.gz 
              500.850 ;               14.557 ;                3.637 ;               20.025 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.103705580.json.gz 
              501.017 ;               14.551 ;                3.633 ;               20.012 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.104706953.json.gz 
              501.183 ;               14.659 ;                3.629 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.105708085.json.gz 
              501.350 ;               14.659 ;                3.626 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.110709197.json.gz 
              501.517 ;               14.659 ;                3.630 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.111710617.json.gz 
              501.683 ;               14.659 ;                3.623 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.112712922.json.gz 
              501.850 ;               14.659 ;                3.626 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.113714785.json.gz 
              502.017 ;               14.659 ;                3.624 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.114716606.json.gz 
              502.183 ;               14.658 ;                3.620 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.115717570.json.gz 
              502.350 ;               14.658 ;                3.619 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.120718444.json.gz 
              502.517 ;               14.659 ;                3.627 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.121719620.json.gz 
              502.683 ;               14.659 ;                3.627 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.122720706.json.gz 
              502.850 ;               14.659 ;                3.629 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.123722330.json.gz 
              503.033 ;               14.659 ;                3.627 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.124723772.json.gz 
              503.200 ;               14.659 ;                3.626 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.125725276.json.gz 
              503.367 ;               14.658 ;                3.624 ;               20.261 ;                4.887 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.130726844.json.gz 
              503.533 ;               14.626 ;                3.574 ;               20.197 ;                4.886 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.131728871.json.gz 
              503.700 ;               14.665 ;                3.373 ;               20.146 ;                5.066 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.132730335.json.gz 
              503.867 ;               14.629 ;                3.370 ;               20.062 ;                5.066 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.133733285.json.gz 
              504.033 ;               14.538 ;                3.369 ;               19.855 ;                5.066 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.134735336.json.gz 
              504.200 ;               14.473 ;                3.368 ;               19.714 ;                5.059 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.135736724.json.gz 
              504.367 ;               14.454 ;                3.367 ;               19.669 ;                5.059 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.140738371.json.gz 
              504.533 ;               14.450 ;                3.364 ;               19.661 ;                5.059 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.141739932.json.gz 
              504.700 ;               14.430 ;                3.365 ;               19.615 ;                5.059 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.142741199.json.gz 
              504.867 ;               14.367 ;                3.363 ;               19.472 ;                5.059 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.143742827.json.gz 
              505.033 ;               14.220 ;                3.368 ;               19.133 ;                5.059 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.144745013.json.gz 
              505.200 ;               14.201 ;                3.365 ;               19.092 ;                5.059 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.145746635.json.gz 
              505.367 ;               14.336 ;                3.363 ;               19.401 ;                5.059 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.150748793.json.gz 
              505.533 ;               14.441 ;                3.360 ;               19.649 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.151750372.json.gz 
              505.700 ;               14.450 ;                3.356 ;               19.670 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.152752094.json.gz 
              505.867 ;               14.440 ;                3.353 ;               19.648 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.153754093.json.gz 
              506.033 ;               14.421 ;                3.120 ;               19.648 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.154756243.json.gz 
              506.200 ;               14.421 ;                3.119 ;               19.648 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.155757772.json.gz 
              506.367 ;               14.393 ;                2.884 ;               19.630 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.160759094.json.gz 
              506.533 ;               14.384 ;                2.892 ;               19.607 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.161800605.json.gz 
              506.700 ;               14.349 ;                2.891 ;               19.528 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.162802166.json.gz 
              506.867 ;               14.306 ;                2.886 ;               19.430 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.163804373.json.gz 
              507.033 ;               14.223 ;                2.882 ;               19.242 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.164806252.json.gz 
              507.200 ;               14.218 ;                2.857 ;               19.236 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.165808902.json.gz 
              507.367 ;               14.208 ;                2.782 ;               19.226 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.170811307.json.gz 
              507.533 ;               14.175 ;                2.786 ;               19.151 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.171813723.json.gz 
              507.700 ;               14.136 ;                2.780 ;               19.061 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.172816050.json.gz 
              507.867 ;               14.095 ;                2.766 ;               18.971 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.173818339.json.gz 
              508.033 ;               14.044 ;                2.763 ;               18.854 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.174820383.json.gz 
              508.200 ;               14.157 ;                2.761 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.175822034.json.gz 
              508.367 ;               14.157 ;                2.760 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.180823889.json.gz 
              508.533 ;               14.157 ;                2.758 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.181825823.json.gz 
              508.700 ;               14.157 ;                2.759 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.182828178.json.gz 
              508.867 ;               14.157 ;                2.758 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.183830296.json.gz 
              509.033 ;               14.157 ;                2.757 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.184832344.json.gz 
              509.200 ;               14.156 ;                2.756 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.185834682.json.gz 
              509.367 ;               14.156 ;                2.754 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.190837631.json.gz 
              509.550 ;               14.156 ;                2.753 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.191839933.json.gz 
              509.717 ;               14.156 ;                2.751 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.192842142.json.gz 
              509.883 ;               14.156 ;                2.750 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.193844665.json.gz 
              510.050 ;               14.156 ;                2.752 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.194847219.json.gz 
              510.217 ;               14.156 ;                2.750 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.195849552.json.gz 
              510.383 ;               14.156 ;                2.749 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.200852215.json.gz 
              510.550 ;               14.156 ;                2.747 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.201854627.json.gz 
              510.717 ;               14.155 ;                2.747 ;               19.113 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.202857147.json.gz 
              510.883 ;               14.156 ;                2.745 ;               19.114 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.203859595.json.gz 
              511.050 ;               14.157 ;                2.756 ;               19.114 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.204902186.json.gz 
              511.217 ;               14.157 ;                2.755 ;               19.114 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.205904688.json.gz 
              511.383 ;               14.140 ;                2.551 ;               19.115 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.210906572.json.gz 
              511.550 ;               14.136 ;                2.553 ;               19.107 ;                5.052 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.211909000.json.gz 
              511.717 ;               14.128 ;                2.561 ;               19.092 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.212911712.json.gz 
              511.883 ;               14.116 ;                2.560 ;               19.064 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.213914314.json.gz 
              512.050 ;               14.117 ;                2.557 ;               19.068 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.214916469.json.gz 
              512.217 ;               14.117 ;                2.555 ;               19.068 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.215918465.json.gz 
              512.383 ;               14.117 ;                2.554 ;               19.068 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.220920857.json.gz 
              512.550 ;               14.116 ;                2.553 ;               19.068 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.221922737.json.gz 
              512.717 ;               14.116 ;                2.551 ;               19.067 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.222925449.json.gz 
              512.883 ;               14.116 ;                2.550 ;               19.067 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.223928203.json.gz 
              513.050 ;               14.116 ;                2.551 ;               19.067 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.224931063.json.gz 
              513.217 ;               14.116 ;                2.550 ;               19.067 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.225933108.json.gz 
              513.383 ;               14.116 ;                2.549 ;               19.067 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.230935790.json.gz 
              513.550 ;               14.116 ;                2.547 ;               19.067 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.231938375.json.gz 
              513.717 ;               14.116 ;                2.546 ;               19.067 ;                5.045 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.232941017.json.gz 
              513.883 ;               14.113 ;                2.545 ;               19.067 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.233943784.json.gz 
              514.050 ;               14.113 ;                2.543 ;               19.067 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.234946354.json.gz 
              514.217 ;               14.113 ;                2.542 ;               19.067 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.13.235948978.json.gz 
              514.383 ;               14.113 ;                2.541 ;               19.067 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.000950989.json.gz 
              514.550 ;               14.113 ;                2.542 ;               19.067 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.001953123.json.gz 
              514.717 ;               14.113 ;                2.541 ;               19.067 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.002955921.json.gz 
              514.883 ;               14.112 ;                2.539 ;               19.067 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.003958092.json.gz 
              515.050 ;               14.112 ;                2.538 ;               19.067 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.005000266.json.gz 
              515.217 ;               14.114 ;                2.537 ;               19.071 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.010002676.json.gz 
              515.383 ;               14.352 ;                2.536 ;               19.617 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.011004772.json.gz 
              515.550 ;               14.352 ;                2.534 ;               19.617 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.012007062.json.gz 
              515.717 ;               14.352 ;                2.533 ;               19.617 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.013009123.json.gz 
              515.883 ;               14.352 ;                2.531 ;               19.617 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.014012500.json.gz 
              516.050 ;               14.352 ;                2.533 ;               19.617 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.015015221.json.gz 
              516.217 ;               14.352 ;                2.531 ;               19.617 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.020017580.json.gz 
              516.400 ;               14.351 ;                2.530 ;               19.617 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.021019346.json.gz 
              516.567 ;               14.351 ;                2.529 ;               19.617 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.022021261.json.gz 
              516.733 ;               14.351 ;                2.528 ;               19.617 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.023023653.json.gz 
              516.900 ;               14.351 ;                2.526 ;               19.617 ;                5.039 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.024026078.json.gz 
              517.067 ;               14.349 ;                2.529 ;               19.617 ;                5.033 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.025028664.json.gz 
              517.233 ;               14.349 ;                2.538 ;               19.617 ;                5.033 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.030031070.json.gz 
              517.400 ;               14.349 ;                2.537 ;               19.617 ;                5.033 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.031033040.json.gz 
              517.567 ;               14.349 ;                2.537 ;               19.617 ;                5.033 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.032035746.json.gz 
              517.733 ;               14.349 ;                2.536 ;               19.617 ;                5.033 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.033038058.json.gz 
              517.900 ;               14.349 ;                2.535 ;               19.616 ;                5.033 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.034039936.json.gz 
              518.067 ;               14.349 ;                2.534 ;               19.616 ;                5.033 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.035042309.json.gz 
              518.233 ;               14.341 ;                2.436 ;               19.616 ;                5.033 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.040045426.json.gz 
              518.400 ;               14.341 ;                2.435 ;               19.616 ;                5.033 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.041047764.json.gz 
              518.567 ;               14.340 ;                2.435 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.042049943.json.gz 
              518.733 ;               14.340 ;                2.433 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.043052309.json.gz 
              518.900 ;               14.340 ;                2.432 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.044054865.json.gz 
              519.067 ;               14.340 ;                2.433 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.045057814.json.gz 
              519.233 ;               14.340 ;                2.431 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.050100059.json.gz 
              519.400 ;               14.340 ;                2.431 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.051102797.json.gz 
              519.567 ;               14.340 ;                2.430 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.052104879.json.gz 
              519.733 ;               14.340 ;                2.428 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.053107197.json.gz 
              519.900 ;               14.340 ;                2.427 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.054116818.json.gz 
              520.067 ;               14.340 ;                2.425 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.054656334.json.gz 
              520.233 ;               14.339 ;                2.424 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.055658721.json.gz 
              520.400 ;               14.339 ;                2.423 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.060700797.json.gz 
              520.567 ;               14.339 ;                2.424 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.061702807.json.gz 
              520.733 ;               14.339 ;                2.423 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.062704956.json.gz 
              520.900 ;               14.339 ;                2.422 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.063706672.json.gz 
              521.067 ;               14.339 ;                2.420 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.064708216.json.gz 
              521.233 ;               14.339 ;                2.419 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.065710383.json.gz 
              521.400 ;               14.339 ;                2.418 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.070712634.json.gz 
              521.567 ;               14.339 ;                2.416 ;               19.616 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.071715138.json.gz 
              521.733 ;               14.339 ;                2.414 ;               19.617 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.072718012.json.gz 
              521.900 ;               14.339 ;                2.413 ;               19.617 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.073719965.json.gz 
              522.067 ;               14.339 ;                2.415 ;               19.617 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.074722736.json.gz 
              522.233 ;               14.339 ;                2.413 ;               19.617 ;                5.032 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.075724940.json.gz 
              522.400 ;               14.297 ;                2.422 ;               19.617 ;                4.933 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.080727297.json.gz 
              522.567 ;               14.295 ;                2.421 ;               19.617 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.081729477.json.gz 
              522.733 ;               14.296 ;                2.427 ;               19.617 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.082731510.json.gz 
              522.917 ;               14.295 ;                2.424 ;               19.617 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.083816689.json.gz 
              523.083 ;               14.292 ;                2.383 ;               19.617 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.084818431.json.gz 
              523.250 ;               14.299 ;                2.370 ;               19.636 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.085820843.json.gz 
              523.417 ;               14.299 ;                2.371 ;               19.636 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.090823102.json.gz 
              523.583 ;               14.247 ;                2.370 ;               19.518 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.091825003.json.gz 
              523.750 ;               14.237 ;                2.319 ;               19.505 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.092827204.json.gz 
              523.917 ;               14.227 ;                2.284 ;               19.487 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.093828630.json.gz 
              524.083 ;               14.227 ;                2.282 ;               19.487 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.094830634.json.gz 
              524.250 ;               14.226 ;                2.280 ;               19.487 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.095832670.json.gz 
              524.417 ;               14.226 ;                2.279 ;               19.487 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.100834138.json.gz 
              524.583 ;               14.226 ;                2.276 ;               19.487 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.101835754.json.gz 
              524.750 ;               14.226 ;                2.275 ;               19.487 ;                4.930 ;               78.983 ;               94.983 ; Dbmsys.2018.11.14.102838236.json.gz 
