              Started ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;           additional 
                      ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;                      
                      ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;                      
                      ;               _Total ;                   C: ;                   F: ;                   D: ;                   E: ;      HarddiskVolume1 ;                      
              110.433 ;               24.058 ;               13.915 ;               33.314 ;               10.959 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.041201628.json.gz 
              110.600 ;               24.055 ;               13.914 ;               33.314 ;               10.953 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.042203063.json.gz 
              110.767 ;               24.055 ;               13.913 ;               33.314 ;               10.953 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.043204641.json.gz 
              110.933 ;               24.053 ;               13.913 ;               33.314 ;               10.947 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.044205945.json.gz 
              111.100 ;               24.053 ;               13.913 ;               33.314 ;               10.947 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.045206969.json.gz 
              111.267 ;               24.050 ;               13.912 ;               33.314 ;               10.941 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.050208254.json.gz 
              111.433 ;               24.050 ;               13.910 ;               33.314 ;               10.941 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.051209622.json.gz 
              111.600 ;               24.050 ;               13.909 ;               33.314 ;               10.941 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.052211082.json.gz 
              111.767 ;               24.044 ;               13.908 ;               33.314 ;               10.929 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.053212614.json.gz 
              111.933 ;               24.044 ;               13.908 ;               33.314 ;               10.929 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.054214085.json.gz 
              112.100 ;               24.044 ;               13.907 ;               33.314 ;               10.928 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.055215476.json.gz 
              112.267 ;               24.041 ;               13.905 ;               33.314 ;               10.922 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.060216895.json.gz 
              112.433 ;               24.038 ;               13.904 ;               33.314 ;               10.916 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.061218117.json.gz 
              112.600 ;               24.038 ;               13.904 ;               33.314 ;               10.916 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.062219631.json.gz 
              112.767 ;               24.035 ;               13.903 ;               33.314 ;               10.910 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.063220851.json.gz 
              112.933 ;               24.033 ;               13.906 ;               33.314 ;               10.904 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.064222351.json.gz 
              113.100 ;               24.030 ;               13.905 ;               33.314 ;               10.898 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.065223853.json.gz 
              113.267 ;               24.030 ;               13.904 ;               33.314 ;               10.898 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.070225042.json.gz 
              113.433 ;               24.027 ;               13.903 ;               33.314 ;               10.891 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.071226353.json.gz 
              113.600 ;               24.025 ;               13.901 ;               33.314 ;               10.885 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.072227796.json.gz 
              113.767 ;               24.022 ;               13.901 ;               33.314 ;               10.879 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.073229162.json.gz 
              113.933 ;               24.019 ;               13.903 ;               33.314 ;               10.873 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.074230424.json.gz 
              114.100 ;               24.017 ;               13.902 ;               33.314 ;               10.867 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.075231633.json.gz 
              114.267 ;               24.016 ;               13.900 ;               33.314 ;               10.867 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.080232812.json.gz 
              114.433 ;               24.014 ;               13.900 ;               33.314 ;               10.861 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.081234102.json.gz 
              114.600 ;               24.014 ;               13.898 ;               33.315 ;               10.861 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.082235496.json.gz 
              114.767 ;               24.011 ;               13.897 ;               33.315 ;               10.855 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.083236609.json.gz 
              114.950 ;               24.009 ;               13.897 ;               33.315 ;               10.849 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.084237891.json.gz 
              115.117 ;               24.008 ;               13.895 ;               33.315 ;               10.849 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.085239699.json.gz 
              115.283 ;               24.006 ;               13.892 ;               33.315 ;               10.843 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.090240977.json.gz 
              115.450 ;               24.007 ;               13.905 ;               33.315 ;               10.843 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.091242648.json.gz 
              115.617 ;               24.004 ;               13.904 ;               33.315 ;               10.837 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.092243755.json.gz 
              115.783 ;               24.004 ;               13.903 ;               33.315 ;               10.837 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.093245373.json.gz 
              115.950 ;               24.001 ;               13.902 ;               33.315 ;               10.830 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.094246561.json.gz 
              116.117 ;               24.001 ;               13.902 ;               33.315 ;               10.830 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.095248094.json.gz 
              116.283 ;               23.998 ;               13.900 ;               33.315 ;               10.824 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.100249630.json.gz 
              116.450 ;               23.995 ;               13.899 ;               33.315 ;               10.818 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.101251246.json.gz 
              116.617 ;               23.995 ;               13.899 ;               33.315 ;               10.818 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.102252489.json.gz 
              116.783 ;               23.995 ;               13.898 ;               33.315 ;               10.818 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.103254089.json.gz 
              116.950 ;               23.993 ;               13.897 ;               33.315 ;               10.812 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.104255353.json.gz 
              117.117 ;               23.990 ;               13.896 ;               33.315 ;               10.806 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.105256855.json.gz 
              117.283 ;               23.990 ;               13.895 ;               33.315 ;               10.806 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.110258298.json.gz 
              117.450 ;               23.987 ;               13.894 ;               33.315 ;               10.800 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.111259499.json.gz 
              117.617 ;               23.984 ;               13.893 ;               33.315 ;               10.794 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.112300788.json.gz 
              117.783 ;               23.984 ;               13.892 ;               33.315 ;               10.794 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.113302058.json.gz 
              117.950 ;               23.982 ;               13.895 ;               33.315 ;               10.788 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.114303036.json.gz 
              118.117 ;               23.979 ;               13.894 ;               33.315 ;               10.782 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.115304936.json.gz 
              118.283 ;               23.979 ;               13.893 ;               33.315 ;               10.782 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.120306484.json.gz 
              118.450 ;               23.976 ;               13.892 ;               33.315 ;               10.775 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.121307889.json.gz 
              118.617 ;               23.973 ;               13.891 ;               33.315 ;               10.769 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.122309298.json.gz 
              118.783 ;               23.971 ;               13.890 ;               33.315 ;               10.763 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.123311228.json.gz 
              118.950 ;               23.971 ;               13.892 ;               33.315 ;               10.763 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.124312432.json.gz 
              119.117 ;               23.968 ;               13.891 ;               33.315 ;               10.757 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.125313453.json.gz 
              119.283 ;               23.962 ;               13.889 ;               33.315 ;               10.745 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.130314760.json.gz 
              119.450 ;               23.962 ;               13.888 ;               33.315 ;               10.745 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.131316232.json.gz 
              119.617 ;               23.962 ;               13.887 ;               33.315 ;               10.745 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.132317655.json.gz 
              119.783 ;               23.957 ;               13.886 ;               33.315 ;               10.733 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.133318904.json.gz 
              119.950 ;               23.957 ;               13.886 ;               33.314 ;               10.733 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.134320216.json.gz 
              120.117 ;               23.951 ;               13.885 ;               33.314 ;               10.721 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.135321761.json.gz 
              120.283 ;               23.951 ;               13.883 ;               33.314 ;               10.721 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.140323275.json.gz 
              120.450 ;               23.951 ;               13.886 ;               33.314 ;               10.721 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.141324780.json.gz 
              120.617 ;               23.949 ;               13.885 ;               33.314 ;               10.714 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.142326027.json.gz 
              120.783 ;               24.076 ;               15.397 ;               33.314 ;               10.714 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.143327390.json.gz 
              120.950 ;               24.076 ;               15.396 ;               33.314 ;               10.714 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.144328814.json.gz 
              121.117 ;               24.073 ;               15.395 ;               33.314 ;               10.708 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.145330090.json.gz 
              121.283 ;               24.073 ;               15.394 ;               33.314 ;               10.708 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.150331760.json.gz 
              121.450 ;               24.070 ;               15.393 ;               33.314 ;               10.702 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.151333011.json.gz 
              121.617 ;               24.070 ;               15.392 ;               33.314 ;               10.702 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.152334371.json.gz 
              121.783 ;               24.070 ;               15.391 ;               33.314 ;               10.702 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.153335849.json.gz 
              121.967 ;               24.067 ;               15.390 ;               33.314 ;               10.696 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.154337366.json.gz 
              122.133 ;               24.067 ;               15.389 ;               33.314 ;               10.696 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.155338920.json.gz 
              122.300 ;               24.067 ;               15.388 ;               33.314 ;               10.696 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.160340174.json.gz 
              122.467 ;               24.064 ;               15.387 ;               33.314 ;               10.690 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.161341784.json.gz 
              122.633 ;               24.064 ;               15.386 ;               33.314 ;               10.690 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.162343164.json.gz 
              122.800 ;               24.065 ;               15.389 ;               33.314 ;               10.690 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.163344493.json.gz 
              122.967 ;               24.062 ;               15.388 ;               33.314 ;               10.684 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.164345834.json.gz 
              123.133 ;               24.062 ;               15.388 ;               33.314 ;               10.684 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.165347015.json.gz 
              123.300 ;               24.059 ;               15.386 ;               33.314 ;               10.678 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.170348354.json.gz 
              123.467 ;               24.056 ;               15.385 ;               33.314 ;               10.672 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.171349777.json.gz 
              123.633 ;               24.056 ;               15.384 ;               33.314 ;               10.672 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.172351435.json.gz 
              123.800 ;               24.057 ;               15.393 ;               33.314 ;               10.672 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.173352724.json.gz 
              123.967 ;               24.054 ;               15.395 ;               33.314 ;               10.666 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.174354084.json.gz 
              124.133 ;               24.052 ;               15.394 ;               33.314 ;               10.660 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.175355340.json.gz 
              124.300 ;               24.049 ;               15.392 ;               33.314 ;               10.653 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.180356765.json.gz 
              124.467 ;               24.046 ;               15.391 ;               33.314 ;               10.646 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.181358006.json.gz 
              124.633 ;               24.043 ;               15.390 ;               33.314 ;               10.640 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.182359456.json.gz 
              124.800 ;               24.040 ;               15.389 ;               33.314 ;               10.634 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.183400763.json.gz 
              124.967 ;               24.041 ;               15.400 ;               33.314 ;               10.634 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.184402281.json.gz 
              125.133 ;               24.036 ;               15.399 ;               33.314 ;               10.622 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.185403575.json.gz 
              125.300 ;               24.036 ;               15.403 ;               33.314 ;               10.622 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.190405007.json.gz 
              125.467 ;               24.033 ;               15.401 ;               33.314 ;               10.616 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.191406122.json.gz 
              125.633 ;               24.033 ;               15.400 ;               33.314 ;               10.616 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.192407874.json.gz 
              125.800 ;               24.030 ;               15.399 ;               33.314 ;               10.610 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.193409446.json.gz 
              125.967 ;               24.028 ;               15.399 ;               33.314 ;               10.603 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.194410900.json.gz 
              126.133 ;               24.027 ;               15.398 ;               33.314 ;               10.603 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.195412162.json.gz 
              126.300 ;               24.027 ;               15.397 ;               33.314 ;               10.603 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.200413367.json.gz 
              126.467 ;               24.027 ;               15.396 ;               33.314 ;               10.603 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.201414692.json.gz 
              126.633 ;               24.025 ;               15.395 ;               33.314 ;               10.597 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.202416136.json.gz 
              126.800 ;               24.022 ;               15.394 ;               33.315 ;               10.591 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.203417476.json.gz 
              126.967 ;               24.022 ;               15.394 ;               33.315 ;               10.591 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.204418744.json.gz 
              127.133 ;               24.022 ;               15.392 ;               33.315 ;               10.591 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.205419991.json.gz 
              127.300 ;               23.999 ;               15.177 ;               33.310 ;               10.585 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.210421528.json.gz 
              127.467 ;               23.996 ;               15.176 ;               33.309 ;               10.579 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.211422784.json.gz 
              127.633 ;               23.993 ;               15.175 ;               33.302 ;               10.579 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.212424241.json.gz 
              127.800 ;               23.998 ;               15.198 ;               33.316 ;               10.573 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.213425615.json.gz 
              127.967 ;               23.996 ;               15.171 ;               33.316 ;               10.573 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.214427104.json.gz 
              128.133 ;               23.996 ;               15.171 ;               33.316 ;               10.573 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.215428191.json.gz 
              128.300 ;               23.993 ;               15.169 ;               33.316 ;               10.567 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.220429415.json.gz 
              128.467 ;               23.990 ;               15.168 ;               33.316 ;               10.561 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.221430585.json.gz 
              128.633 ;               23.990 ;               15.167 ;               33.316 ;               10.561 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.222431935.json.gz 
              128.800 ;               23.990 ;               15.166 ;               33.316 ;               10.561 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.223433339.json.gz 
              128.967 ;               23.987 ;               15.166 ;               33.316 ;               10.555 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.224434958.json.gz 
              129.150 ;               23.987 ;               15.165 ;               33.316 ;               10.555 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.225436404.json.gz 
              129.317 ;               23.985 ;               15.165 ;               33.316 ;               10.548 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.230437584.json.gz 
              129.483 ;               23.982 ;               15.164 ;               33.316 ;               10.542 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.231438762.json.gz 
              129.650 ;               23.979 ;               15.163 ;               33.316 ;               10.536 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.232440254.json.gz 
              129.817 ;               23.976 ;               15.162 ;               33.316 ;               10.530 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.233441503.json.gz 
              129.983 ;               23.974 ;               15.162 ;               33.316 ;               10.524 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.234442798.json.gz 
              130.150 ;               23.968 ;               15.161 ;               33.316 ;               10.512 ;               83.301 ;               94.983 ; Dbmsys.2018.10.28.235444011.json.gz 
              130.317 ;               23.966 ;               15.163 ;               33.316 ;               10.506 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.000445374.json.gz 
              130.483 ;               23.963 ;               15.162 ;               33.316 ;               10.500 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.001446886.json.gz 
              130.650 ;               23.963 ;               15.161 ;               33.316 ;               10.500 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.002448184.json.gz 
              130.817 ;               23.958 ;               15.160 ;               33.316 ;               10.487 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.003449260.json.gz 
              130.983 ;               23.955 ;               15.160 ;               33.316 ;               10.481 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.004450488.json.gz 
              131.150 ;               23.955 ;               15.159 ;               33.316 ;               10.481 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.005451866.json.gz 
              131.317 ;               23.956 ;               15.167 ;               33.316 ;               10.481 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.010453403.json.gz 
              131.483 ;               23.955 ;               15.166 ;               33.316 ;               10.481 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.011454855.json.gz 
              131.650 ;               23.950 ;               15.165 ;               33.316 ;               10.469 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.012455858.json.gz 
              131.817 ;               23.950 ;               15.164 ;               33.316 ;               10.469 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.013456800.json.gz 
              131.983 ;               23.950 ;               15.164 ;               33.316 ;               10.469 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.014457964.json.gz 
              132.150 ;               23.950 ;               15.163 ;               33.316 ;               10.469 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.015459072.json.gz 
              132.317 ;               23.947 ;               15.162 ;               33.316 ;               10.463 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.020500577.json.gz 
              132.483 ;               23.944 ;               15.161 ;               33.316 ;               10.457 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.021501964.json.gz 
              132.650 ;               23.945 ;               15.164 ;               33.316 ;               10.457 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.022503511.json.gz 
              132.817 ;               23.945 ;               15.163 ;               33.316 ;               10.457 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.023504933.json.gz 
              132.983 ;               23.944 ;               15.162 ;               33.316 ;               10.457 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.024506647.json.gz 
              133.150 ;               23.942 ;               15.161 ;               33.316 ;               10.451 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.025507851.json.gz 
              133.317 ;               23.939 ;               15.160 ;               33.316 ;               10.445 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.030509404.json.gz 
              133.483 ;               23.939 ;               15.159 ;               33.316 ;               10.445 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.031511023.json.gz 
              133.650 ;               23.939 ;               15.158 ;               33.316 ;               10.445 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.032512274.json.gz 
              133.817 ;               23.939 ;               15.157 ;               33.316 ;               10.445 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.033513441.json.gz 
              133.983 ;               23.936 ;               15.156 ;               33.316 ;               10.439 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.034514527.json.gz 
              134.150 ;               23.933 ;               15.158 ;               33.316 ;               10.433 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.035515950.json.gz 
              134.317 ;               23.933 ;               15.156 ;               33.316 ;               10.433 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.040517252.json.gz 
              134.483 ;               23.930 ;               15.155 ;               33.316 ;               10.426 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.041518561.json.gz 
              134.650 ;               23.928 ;               15.154 ;               33.316 ;               10.420 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.042520186.json.gz 
              134.817 ;               23.928 ;               15.154 ;               33.316 ;               10.420 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.043521508.json.gz 
              134.983 ;               23.925 ;               15.153 ;               33.316 ;               10.414 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.044522648.json.gz 
              135.150 ;               23.923 ;               15.156 ;               33.316 ;               10.408 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.045524123.json.gz 
              135.317 ;               23.922 ;               15.154 ;               33.316 ;               10.408 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.050525744.json.gz 
              135.483 ;               23.920 ;               15.153 ;               33.316 ;               10.402 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.051526950.json.gz 
              135.650 ;               23.914 ;               15.153 ;               33.316 ;               10.390 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.052528120.json.gz 
              135.817 ;               23.911 ;               15.152 ;               33.316 ;               10.384 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.053529382.json.gz 
              135.983 ;               23.909 ;               15.150 ;               33.316 ;               10.378 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.054530673.json.gz 
              136.167 ;               23.906 ;               15.150 ;               33.316 ;               10.371 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.055532254.json.gz 
              136.333 ;               23.903 ;               15.148 ;               33.315 ;               10.365 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.060533358.json.gz 
              136.500 ;               23.900 ;               15.147 ;               33.315 ;               10.359 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.061534602.json.gz 
              136.667 ;               23.900 ;               15.146 ;               33.315 ;               10.359 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.062536355.json.gz 
              136.833 ;               23.897 ;               15.145 ;               33.315 ;               10.353 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.063537557.json.gz 
              137.000 ;               23.895 ;               15.145 ;               33.315 ;               10.346 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.064539160.json.gz 
              137.167 ;               23.895 ;               15.144 ;               33.315 ;               10.346 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.065540586.json.gz 
              137.333 ;               23.892 ;               15.143 ;               33.315 ;               10.340 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.070542232.json.gz 
              137.500 ;               23.889 ;               15.141 ;               33.315 ;               10.334 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.071543468.json.gz 
              137.667 ;               23.887 ;               15.144 ;               33.315 ;               10.328 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.072545193.json.gz 
              137.833 ;               23.886 ;               15.143 ;               33.315 ;               10.328 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.073546499.json.gz 
              138.000 ;               23.886 ;               15.142 ;               33.315 ;               10.328 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.074547842.json.gz 
              138.167 ;               23.884 ;               15.141 ;               33.315 ;               10.322 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.075549021.json.gz 
              138.333 ;               23.883 ;               15.140 ;               33.315 ;               10.322 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.080550337.json.gz 
              138.500 ;               23.881 ;               15.139 ;               33.315 ;               10.316 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.081551492.json.gz 
              138.667 ;               23.878 ;               15.138 ;               33.315 ;               10.310 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.082552890.json.gz 
              138.833 ;               23.878 ;               15.138 ;               33.316 ;               10.310 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.083554530.json.gz 
              139.000 ;               23.879 ;               15.139 ;               33.316 ;               10.310 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.084556133.json.gz 
              139.167 ;               23.876 ;               15.138 ;               33.316 ;               10.304 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.085557468.json.gz 
              139.333 ;               23.873 ;               15.136 ;               33.316 ;               10.298 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.090559021.json.gz 
              139.500 ;               23.871 ;               15.145 ;               33.316 ;               10.292 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.091600117.json.gz 
              139.667 ;               23.871 ;               15.145 ;               33.316 ;               10.292 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.092601413.json.gz 
              139.833 ;               23.871 ;               15.144 ;               33.316 ;               10.292 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.093602859.json.gz 
              140.000 ;               23.868 ;               15.147 ;               33.316 ;               10.285 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.094604250.json.gz 
              140.167 ;               23.866 ;               15.146 ;               33.316 ;               10.279 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.095605615.json.gz 
              140.333 ;               23.866 ;               15.144 ;               33.316 ;               10.279 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.100606753.json.gz 
              140.500 ;               23.863 ;               15.143 ;               33.316 ;               10.273 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.101608232.json.gz 
              140.667 ;               23.860 ;               15.142 ;               33.316 ;               10.267 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.102609803.json.gz 
              140.833 ;               23.860 ;               15.141 ;               33.316 ;               10.267 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.103611044.json.gz 
              141.000 ;               23.854 ;               15.140 ;               33.316 ;               10.255 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.104612662.json.gz 
              141.167 ;               23.854 ;               15.139 ;               33.316 ;               10.255 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.105614918.json.gz 
              141.333 ;               23.852 ;               15.137 ;               33.316 ;               10.249 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.110616136.json.gz 
              141.500 ;               23.846 ;               15.136 ;               33.316 ;               10.237 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.111617818.json.gz 
              141.667 ;               23.846 ;               15.135 ;               33.316 ;               10.237 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.112619285.json.gz 
